sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
What do you think that Bill will speak about?,What do you think that about Bill will speak?,LI_2015,41.1.Muller.28a-28b,2173,1.5849415177834618,Mahowald,41.1.Muller.28a.OK.12,41.1.Muller.28b.*.12,0.7163883311299677,-0.8685531866534941,1.5849415177834618
"That he'll hire someone is possible, but I won't divulge who.","That he'll hire someone is possible, but I won't divulge who that he'll hire is possible.",LI_2015,34.1.Fox.4-4.,2174,1.0074935706503136,Mahowald,34.1.Fox.4.OK.1,34.1.Fox.4..*.1,0.2161143567189633,-0.7913792139313502,1.0074935706503136
"That Mary kissed someone is possible, but I won't say who.","That Mary kissed someone is possible, but I won't say who that she kissed is possible.",LI_2015,34.1.Fox.4-4.,2175,0.985273824870192,Mahowald,34.1.Fox.4.OK.2,34.1.Fox.4..*.2,-0.0441495040675539,-1.029423328937746,0.985273824870192
"That she will drop a course is possible, but I don't know which.","That she will drop a course is possible, but I don't know which that she will drop is possible.",LI_2015,34.1.Fox.4-4.,2176,1.092615366737702,Mahowald,34.1.Fox.4.OK.3,34.1.Fox.4..*.3,0.1073990911876375,-0.9852162755500644,1.092615366737702
"That John left a building is possible, but I don't know which.","That John left a building is possible, but I don't know which that he left is possible.",LI_2015,34.1.Fox.4-4.,2177,0.739813458226858,Mahowald,34.1.Fox.4.OK.4,34.1.Fox.4..*.4,-0.3406270732633377,-1.0804405314901957,0.739813458226858
"That Lauren sang a song is possible, but I forget which.","That Lauren sang a song is possible, but I forget which that she sang is possible.",LI_2015,34.1.Fox.4-4.,2178,0.969263739342564,Mahowald,34.1.Fox.4.OK.5,34.1.Fox.4..*.5,-0.088853530555274,-1.058117269897838,0.969263739342564
"That Luke built a plane is possible, but I don't know which.","That Luke built a plane is possible, but I don't know which that he built is possible.",LI_2015,34.1.Fox.4-4.,2179,0.5545402251295235,Mahowald,34.1.Fox.4.OK.6,34.1.Fox.4..*.6,-0.4780712853000297,-1.0326115104295532,0.5545402251295235
"That he punched someone is possible, but I won't say who.","That he punched someone is possible, but I won't say who that he punched is possible.",LI_2015,34.1.Fox.4-4.,2180,1.0267760022690535,Mahowald,34.1.Fox.4.OK.7,34.1.Fox.4..*.7,0.1468733269298162,-0.8799026753392376,1.0267760022690535
"That he fired someone is possible, but I won't divulge who.","That he fired someone is possible, but I won't divulge who that he fired is possible.",LI_2015,34.1.Fox.4-4.,2181,1.1395055906579554,Mahowald,34.1.Fox.4.OK.8,34.1.Fox.4..*.8,0.2133799738966809,-0.9261256167612746,1.1395055906579554
"That he bought a dog is possible, but I forget which.","That he bought a dog is possible, but I forget which that he bought is possible.",LI_2015,34.1.Fox.4-4.,2182,0.7606542029815206,Mahowald,34.1.Fox.4.OK.9,34.1.Fox.4..*.9,-0.2225354013411289,-0.9831896043226496,0.7606542029815206
"That she fought someone is possible, but I don't know who.","That she fought someone is possible, but I don't know who that she fought is possible.",LI_2015,34.1.Fox.4-4.,2183,1.016987643029058,Mahowald,34.1.Fox.4.OK.10,34.1.Fox.4..*.10,-0.0308216207140256,-1.0478092637430836,1.016987643029058
"That Lauren hugged someone is possible, but I don't know who.","That Lauren hugged someone is possible, but I don't know who that she hugged is possible.",LI_2015,34.1.Fox.4-4.,2184,1.1026252251814652,Mahowald,34.1.Fox.4.OK.11,34.1.Fox.4..*.11,0.1394602852627468,-0.9631649399187184,1.1026252251814652
"That Mary threw a ball is possible, but I don't know which.","That Mary threw a ball is possible, but I don't know which that she threw is possible.",LI_2015,34.1.Fox.4-4.,2185,0.8687092282005219,Mahowald,34.1.Fox.4.OK.12,34.1.Fox.4..*.12,-0.3044260646596529,-1.1731352928601748,0.8687092282005219
One interpreter each was assigned to the visiting diplomats.,One interpreter each tried to be assigned to the visiting diplomats.,LI_2015,34.3.Landau.38a-38c,2186,0.6284537322009517,Mahowald,34.3.Landau.38a.OK.1,34.3.Landau.38c.*.1,0.4746151919181955,-0.1538385402827561,0.6284537322009517
One chaperone each was assigned to the students.,One chaperone each tried to be assigned to the students.,LI_2015,34.3.Landau.38a-38c,2187,0.6720105582560068,Mahowald,34.3.Landau.38a.OK.2,34.3.Landau.38c.*.2,0.4653820022636132,-0.2066285559923935,0.6720105582560068
One American student each was paired to the French students.,One American student each wanted to be paired to the French students.,LI_2015,34.3.Landau.38a-38c,2188,0.2011624972736571,Mahowald,34.3.Landau.38a.OK.3,34.3.Landau.38c.*.3,0.0783482335282666,-0.1228142637453904,0.2011624972736571
One single man each was paired to the single women.,One single man each wanted to be paired to the single women.,LI_2015,34.3.Landau.38a-38c,2189,0.192573833636653,Mahowald,34.3.Landau.38a.OK.4,34.3.Landau.38c.*.4,-0.1492289360093635,-0.3418027696460166,0.192573833636653
One dog each was given to the children.,One dog each wanted to be given to the children.,LI_2015,34.3.Landau.38a-38c,2190,0.6776685729189941,Mahowald,34.3.Landau.38a.OK.5,34.3.Landau.38c.*.5,0.1568248096851198,-0.5208437632338743,0.6776685729189941
One baby each was matched to the parents.,One baby each wanted to be matched to the parents.,LI_2015,34.3.Landau.38a-38c,2191,0.1517540548608913,Mahowald,34.3.Landau.38a.OK.6,34.3.Landau.38c.*.6,-0.3013386766775416,-0.4530927315384329,0.1517540548608913
One child each was matched to the teachers.,One child each attempted to be matched to the teachers.,LI_2015,34.3.Landau.38a-38c,2192,0.3649442907214252,Mahowald,34.3.Landau.38a.OK.7,34.3.Landau.38c.*.7,0.0185847948697247,-0.3463594958517005,0.3649442907214252
One student each was assigned to the groups.,One student each tried to be assigned to the groups.,LI_2015,34.3.Landau.38a-38c,2193,0.5253350657891402,Mahowald,34.3.Landau.38a.OK.8,34.3.Landau.38c.*.8,0.323734896724001,-0.2016001690651392,0.5253350657891402
One camper each was assigned to the cabins.,One camper each wanted to be assigned to the cabins.,LI_2015,34.3.Landau.38a-38c,2194,0.3754470803664155,Mahowald,34.3.Landau.38a.OK.9,34.3.Landau.38c.*.9,0.4053607665118797,0.0299136861454642,0.3754470803664155
One counselor each was paired to the campers.,One counselor each tried to be paired to the campers.,LI_2015,34.3.Landau.38a-38c,2195,0.1370614431539764,Mahowald,34.3.Landau.38a.OK.10,34.3.Landau.38c.*.10,-0.0184059366044126,-0.1554673797583889,0.1370614431539764
One boy each was paired to the girls.,One boy each tried to be paired to the girls.,LI_2015,34.3.Landau.38a-38c,2196,0.300500481994167,Mahowald,34.3.Landau.38a.OK.11,34.3.Landau.38c.*.11,-0.0154743508540079,-0.315974832848175,0.300500481994167
One kitten each was paired with the puppies.,One kitten each wanted to be paired with the puppies.,LI_2015,34.3.Landau.38a-38c,2197,0.4529756028683151,Mahowald,34.3.Landau.38a.OK.12,34.3.Landau.38c.*.12,0.1225139088699656,-0.3304616939983494,0.4529756028683151
It's unlikely that there's a man here.,It's unlikely there's a man here.,LI_2015,34.3.Landau.7c-7c,2198,0.0256944807279223,Mahowald,34.3.Landau.7c.OK.1,34.3.Landau.7c.??.1,0.8088798673359051,0.7831853866079828,0.0256944807279223
It's certain that there will be a storm.,It's certain there will be a storm.,LI_2015,34.3.Landau.7c-7c,2199,0.1168344816735424,Mahowald,34.3.Landau.7c.OK.2,34.3.Landau.7c.??.2,0.9679020700830098,0.8510675884094673,0.1168344816735424
It's unlikely that he will kiss her.,It's unlikely he will kiss her.,LI_2015,34.3.Landau.7c-7c,2200,-0.0210893465246457,Mahowald,34.3.Landau.7c.OK.3,34.3.Landau.7c.??.3,1.0633708378044344,1.0844601843290802,-0.0210893465246457
It's clear that there is a problem here.,It's clear there is a problem here.,LI_2015,34.3.Landau.7c-7c,2201,0.1427166043345209,Mahowald,34.3.Landau.7c.OK.4,34.3.Landau.7c.??.4,1.223107874839886,1.080391270505365,0.1427166043345209
It's certain that it will rain tonight.,It's certain it will rain tonight.,LI_2015,34.3.Landau.7c-7c,2202,0.130005807204097,Mahowald,34.3.Landau.7c.OK.5,34.3.Landau.7c.??.5,1.0595288251608808,0.9295230179567836,0.130005807204097
It's unlikely that we will travel to Ireland this year.,It's unlikely we will travel to Ireland this year.,LI_2015,34.3.Landau.7c-7c,2203,0.1250564637137456,Mahowald,34.3.Landau.7c.OK.6,34.3.Landau.7c.??.6,1.1298073589043824,1.0047508951906368,0.1250564637137456
It's obvious that cheese is delicious.,It's obvious cheese is delicious.,LI_2015,34.3.Landau.7c-7c,2204,0.1325204163927152,Mahowald,34.3.Landau.7c.OK.7,34.3.Landau.7c.??.7,1.0778009729109284,0.9452805565182132,0.1325204163927152
It's unlikely that I will get that job.,It's unlikely I will get that job.,LI_2015,34.3.Landau.7c-7c,2205,0.2665083554601236,Mahowald,34.3.Landau.7c.OK.8,34.3.Landau.7c.??.8,1.2560140872588994,0.9895057317987758,0.2665083554601236
It's clear that the sky is blue.,It's clear the sky is blue.,LI_2015,34.3.Landau.7c-7c,2206,0.1067790124621587,Mahowald,34.3.Landau.7c.OK.9,34.3.Landau.7c.??.9,1.0566382244983787,0.94985921203622,0.1067790124621587
It's obvious that I'm in love with you.,It's obvious I'm in love with you.,LI_2015,34.3.Landau.7c-7c,2207,1.5016884261225638,Mahowald,34.3.Landau.7c.OK.10,34.3.Landau.7c.??.10,1.3829980933105186,-0.1186903328120452,1.5016884261225638
It's certain that there is a God.,It's certain there is a God.,LI_2015,34.3.Landau.7c-7c,2208,-0.0479995503120149,Mahowald,34.3.Landau.7c.OK.11,34.3.Landau.7c.??.11,1.097710009717344,1.145709560029359,-0.0479995503120149
It's unlikely that I will mess this up.,It's unlikely I will mess this up.,LI_2015,34.3.Landau.7c-7c,2209,0.1312712849642409,Mahowald,34.3.Landau.7c.OK.12,34.3.Landau.7c.??.12,1.0225618581127696,0.8912905731485287,0.1312712849642409
They suggest that initially he be put on probation.,They intend for initially him to be put on probation.,LI_2015,35.2.Hazout.5a-5c,2210,0.9914640138924108,Mahowald,35.2.Hazout.5a.OK.1,35.2.Hazout.5c.*.1,0.4684810145702659,-0.522982999322145,0.9914640138924108
They require that initially she take a lower dose.,They prefer for initially her to take a lower dose.,LI_2015,35.2.Hazout.5a-5c,2211,0.9623033231661322,Mahowald,35.2.Hazout.5a.OK.2,35.2.Hazout.5c.*.2,0.5261896097490953,-0.4361137134170368,0.9623033231661322
They demand that initially she give up her job.,They prefer for initially her to give up her job.,LI_2015,35.2.Hazout.5a-5c,2212,0.9218636767201264,Mahowald,35.2.Hazout.5a.OK.3,35.2.Hazout.5c.*.3,0.1899142697974024,-0.731949406922724,0.9218636767201264
They require that initially he go there.,They prefer for initially him to go there.,LI_2015,35.2.Hazout.5a-5c,2213,0.7082394914547598,Mahowald,35.2.Hazout.5a.OK.4,35.2.Hazout.5c.*.4,-0.0006596179963281,-0.708899109451088,0.7082394914547598
They require that initially we sign here.,They prefer for initially us to sign here.,LI_2015,35.2.Hazout.5a-5c,2214,0.9695117428397017,Mahowald,35.2.Hazout.5a.OK.5,35.2.Hazout.5c.*.5,0.156642559901963,-0.8128691829377385,0.9695117428397017
They suggest that initially you warm up.,They prefer for initially you to warm up.,LI_2015,35.2.Hazout.5a-5c,2215,0.9836695695320624,Mahowald,35.2.Hazout.5a.OK.6,35.2.Hazout.5c.*.6,0.48419404564329,-0.4994755238887723,0.9836695695320624
They require that initially you start the song.,They prefer for initially you to start the song.,LI_2015,35.2.Hazout.5a-5c,2216,0.7257420058281286,Mahowald,35.2.Hazout.5a.OK.7,35.2.Hazout.5c.*.7,-0.0333076343304107,-0.7590496401585394,0.7257420058281286
They demand that initially we pay the fine.,They intend for initially us to pay the fine.,LI_2015,35.2.Hazout.5a-5c,2217,0.7913006504930853,Mahowald,35.2.Hazout.5a.OK.8,35.2.Hazout.5c.*.8,0.2114726000438282,-0.5798280504492571,0.7913006504930853
They demand that initially he hand over the weapon.,They prefer for initially him to hand over the weapon.,LI_2015,35.2.Hazout.5a-5c,2218,0.6332270736617038,Mahowald,35.2.Hazout.5a.OK.9,35.2.Hazout.5c.*.9,0.0827079209232851,-0.5505191527384187,0.6332270736617038
They suggest that usually you take two doses.,They prefer for usually you to take two doses.,LI_2015,35.2.Hazout.5a-5c,2219,0.7635439688978578,Mahowald,35.2.Hazout.5a.OK.10,35.2.Hazout.5c.*.10,0.3772694293540463,-0.3862745395438115,0.7635439688978578
They demand that usually you throw it away.,They intend for usually you throw it away.,LI_2015,35.2.Hazout.5a-5c,2220,0.9090507243037952,Mahowald,35.2.Hazout.5a.OK.11,35.2.Hazout.5c.*.11,-0.0364337055663941,-0.9454844298701894,0.9090507243037952
On the roof are three large Persian cats.,On the roof is three large Persian cats.,LI_2015,38.2.Hornstein.fn2.iii-iii,2221,0.9899791245179748,Mahowald,38.2.Hornstein.fn2.iii.OK.1,38.2.Hornstein.iii.*.1,0.7637069804105128,-0.2262721441074618,0.9899791245179748
Behind the bookcase are several boxes.,Behind the bookcase is several boxes.,LI_2015,38.2.Hornstein.fn2.iii-iii,2222,0.6297368797767482,Mahowald,38.2.Hornstein.fn2.iii.OK.2,38.2.Hornstein.iii.*.2,0.8778968780178019,0.2481599982410537,0.6297368797767482
On the road are many traffic signs.,On the road is many traffic signs.,LI_2015,38.2.Hornstein.fn2.iii-iii,2223,1.1627662920203858,Mahowald,38.2.Hornstein.fn2.iii.OK.3,38.2.Hornstein.iii.*.3,0.5420131507831127,-0.6207531412372731,1.1627662920203858
In the sky are many planes.,In the sky is many planes.,LI_2015,38.2.Hornstein.fn2.iii-iii,2224,1.2605572423518288,Mahowald,38.2.Hornstein.fn2.iii.OK.4,38.2.Hornstein.iii.*.4,0.6605583434161101,-0.5999988989357186,1.2605572423518288
On the other side are the animals.,On the other side is the animals.,LI_2015,38.2.Hornstein.fn2.iii-iii,2225,0.6895512009349288,Mahowald,38.2.Hornstein.fn2.iii.OK.5,38.2.Hornstein.iii.*.5,0.6918889899570602,0.0023377890221313,0.6895512009349288
On the mountain are many goats.,On the mountain is many goats.,LI_2015,38.2.Hornstein.fn2.iii-iii,2226,0.9641684457911124,Mahowald,38.2.Hornstein.fn2.iii.OK.6,38.2.Hornstein.iii.*.6,0.6342940158913638,-0.3298744298997486,0.9641684457911124
In the ocean are many fish.,In the ocean is many fish.,LI_2015,38.2.Hornstein.fn2.iii-iii,2227,0.9282520643406932,Mahowald,38.2.Hornstein.fn2.iii.OK.7,38.2.Hornstein.iii.*.7,0.4344246670488478,-0.4938273972918451,0.9282520643406932
Under the sea are many reefs.,Under the sea is many reefs.,LI_2015,38.2.Hornstein.fn2.iii-iii,2228,0.8473095296287285,Mahowald,38.2.Hornstein.fn2.iii.OK.8,38.2.Hornstein.iii.*.8,0.5753658630252008,-0.2719436666035278,0.8473095296287285
Around the bend are the lakes.,Around the bend is the lakes.,LI_2015,38.2.Hornstein.fn2.iii-iii,2229,0.4408402093062266,Mahowald,38.2.Hornstein.fn2.iii.OK.9,38.2.Hornstein.iii.*.9,0.2752341286948543,-0.1656060806113722,0.4408402093062266
Around the corner are the zebras.,Around the corner is the zebras.,LI_2015,38.2.Hornstein.fn2.iii-iii,2230,0.5904273516113387,Mahowald,38.2.Hornstein.fn2.iii.OK.10,38.2.Hornstein.iii.*.10,0.6467879239896289,0.0563605723782901,0.5904273516113387
In the cave are many bats.,In the cave is many bats.,LI_2015,38.2.Hornstein.fn2.iii-iii,2231,0.8370844181502841,Mahowald,38.2.Hornstein.fn2.iii.OK.11,38.2.Hornstein.iii.*.11,0.412791692685756,-0.4242927254645282,0.8370844181502841
On my arm are many freckles.,On my arm is many freckles.,LI_2015,38.2.Hornstein.fn2.iii-iii,2232,0.5417341906040942,Mahowald,38.2.Hornstein.fn2.iii.OK.12,38.2.Hornstein.iii.*.12,0.4585720272242612,-0.0831621633798329,0.5417341906040942
I played up my attention.,You have your full attention.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2233,0.1259646791242257,Mahowald,41.4.Bruening.61b.OK.1,41.4.Bruening.62b.StarredVariantIn61.*.1,-0.0343165975177497,-0.1602812766419754,0.1259646791242257
I offered my cooperation.,I have my cooperation.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2234,1.5003045164522804,Mahowald,41.4.Bruening.61b.OK.2,41.4.Bruening.62b.StarredVariantIn61.*.2,1.0411088813888358,-0.4591956350634446,1.5003045164522804
I mentioned my attention.,I have my attention.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2235,0.291807859770121,Mahowald,41.4.Bruening.61b.OK.3,41.4.Bruening.62b.StarredVariantIn61.*.3,0.0683988849746374,-0.2234089747954835,0.291807859770121
I played up my cooperation.,I have my cooperation.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2236,1.083129362590256,Mahowald,41.4.Bruening.61b.OK.4,41.4.Bruening.62b.StarredVariantIn61.*.4,0.5080101399932052,-0.5751192225970507,1.083129362590256
I played up my help.,I have my help.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2237,-0.2209513584670618,Mahowald,41.4.Bruening.61b.OK.5,41.4.Bruening.62b.StarredVariantIn61.*.5,-0.0631892134015699,0.1577621450654918,-0.2209513584670618
I offered my full attention.,I have my full attention.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2238,1.290775700232507,Mahowald,41.4.Bruening.61b.OK.6,41.4.Bruening.62b.StarredVariantIn61.*.6,1.0408061367023906,-0.2499695635301166,1.290775700232507
I mentioned my cooperation.,I have my cooperation.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2239,1.230653485952938,Mahowald,41.4.Bruening.61b.OK.7,41.4.Bruening.62b.StarredVariantIn61.*.7,0.7857422828649051,-0.4449112030880327,1.230653485952938
I boasted about my help.,I have my help.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2240,0.5299912174441134,Mahowald,41.4.Bruening.61b.OK.8,41.4.Bruening.62b.StarredVariantIn61.*.8,0.5315362869930589,0.0015450695489455,0.5299912174441134
You offered your cooperation.,You have your cooperation.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2241,1.3312205094852991,Mahowald,41.4.Bruening.61b.OK.9,41.4.Bruening.62b.StarredVariantIn61.*.9,1.0069764434499993,-0.3242440660352999,1.3312205094852991
You played up your attention.,You have your attention.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2242,0.3170611806713631,Mahowald,41.4.Bruening.61b.OK.10,41.4.Bruening.62b.StarredVariantIn61.*.10,-0.1926383300304146,-0.5096995107017778,0.3170611806713631
We gave our help.,We have our help.,LI_2015,41.4.Bruening.61b-62b.StarredVariantIn61,2243,0.6045301471117295,Mahowald,41.4.Bruening.61b.OK.11,41.4.Bruening.62b.StarredVariantIn61.*.11,0.8959546790184743,0.2914245319067448,0.6045301471117295
